451.487292,3537.134562,0
607.631716,4060.144564,0
396.938048,3676.401511,0
326.903323,3966.325721,0
260.297095,3982.649497,0
587.188115,3959.265672,0
465.127601,3715.266324,0
26.606821,3624.040909,0
320.781537,3727.105988,0
189.685708,3681.754381,0
231.530603,3113.001804,0
281.515656,3096.549202,0
192.939920,3098.610359,0
269.089421,3047.422664,0
282.662461,3156.460296,0
374.066056,3080.951253,0
180.750715,3188.680524,0
180.804627,3133.423698,0
327.970662,3092.418831,0
241.116431,3227.071239,0
519.539576,3043.222841,0
543.001375,3076.592893,0
395.546010,3108.563665,0
378.062558,3165.318438,0
409.343427,3204.270562,0
728.008723,3227.294007,0
693.596855,3169.442873,0
600.080980,3203.360991,0
493.510364,3227.884627,0
413.136970,3228.489947,0
643.555330,3076.748040,0
340.243855,3145.039310,0
509.808206,3115.351219,0
515.766995,3339.340108,0
372.551717,3387.628309,0
469.090837,3458.032236,0
548.384307,3305.974156,0
455.556705,3156.690614,0
405.237418,3140.448538,0
503.254563,3321.239107,0
877.078260,3393.446185,1
832.152246,3400.759851,1
892.289484,3431.355455,1
869.299117,3342.328131,1
894.231720,3734.837858,1
856.802249,3707.473213,1
803.320169,3367.533182,1
870.644780,3614.464487,1
885.287999,3614.206736,1
881.102735,3718.483029,1
1540.698861,3375.476878,1
1548.561081,3329.052896,1
1544.938423,3385.411773,1
1632.585912,3686.036503,1
1594.480753,3682.710976,1
1623.406212,3665.841780,1
1615.033125,3663.775781,1
1608.775787,3686.489696,1
1685.344176,3729.719404,1
1662.186288,3687.650521,1
1035.688582,2941.114115,1
864.943003,2805.380550,1
1095.432101,3031.344547,1
947.380408,3036.211198,1
909.570327,3110.884279,1
995.563999,2949.433615,1
1112.561864,2986.944901,1
1082.717937,2893.664222,1
1027.143347,2959.287315,1
785.981663,3155.292546,1
1129.901632,3049.424448,1
1104.029529,2966.947421,1
1011.720472,3309.416642,1
1021.513430,3116.313628,1
897.022983,3436.368200,1
885.980408,3307.430169,1
1173.805666,2998.432239,1
977.263033,3442.704998,1
1000.715299,3230.516718,1
883.163521,3321.445393,1
